lep_pt	AK8_pt	H_t	AK4_pt	t32	Msd	genWeights	sumWeight	N_exp
91.228516	211.0	91.125	91.125	0.7853632	4.25	15.384004	15156701.0	855600
234.75784	429.0	58.15625	58.15625	0.5146928	139.125	15.384004	15156701.0	855600
326.25046	529.5	95.0625	95.0625	0.4081894	196.5	15.384004	15156701.0	855600
254.26482	411.25	73.625	73.625	0.6947536	182.0	15.384004	15156701.0	855600
569.02026	347.25	140.625	140.625	0.47388437	159.25	-15.384004	15156701.0	855600
178.32204	423.75	62.4375	62.4375	0.34927315	144.125	15.384004	15156701.0	855600
398.97305	470.5	127.875	127.875	0.34733158	201.375	15.384004	15156701.0	855600
211.93497	266.5	57.5625	57.5625	0.49100256	125.6875	15.384004	15156701.0	855600
204.75726	329.5	102.0	102.0	0.47366032	148.875	15.384004	15156701.0	855600
280.82355	436.0	113.5	113.5	0.47495317	158.25	-15.384004	15156701.0	855600
65.70205	271.5	88.75	88.75	0.58675444	130.0	15.384004	15156701.0	855600
220.43684	767.0	65.0	65.0	0.68996763	209.125	15.384004	15156701.0	855600
205.45972	354.25	83.4375	83.4375	0.58894646	147.625	-15.384004	15156701.0	855600
52.206043	1074.0	65.0	65.0	0.42028537	181.125	15.384004	15156701.0	855600
201.28615	376.75	202.125	202.125	0.58950615	194.125	15.384004	15156701.0	855600
